COADREAD	Labels	B:MUTA:nons:TP53::	B:MUTA:COMP:MLH1::	N:GEXP::MLH1:4292:	N:METH:cg00893636:MLH1:TssU2:Island	N:METH:cg04274487:RAB31:TssD133:Island	B:MUTA:LOF:MLH1::	N:METH:cg03414321:HCK:TssD21:Island	B:MUTA:COMP:SFRP5::	N:GEXP::GNAS:2778:	N:GEXP::CCND2:894:	N:GEXP::RNF128:79589:	N:METH:cg16884569:RASSF2:TssD656:Island	N:METH:cg23764381:ATRNL1:TssU438:Island	N:METH:cg10182321:STK32B:TssU777:Shore	N:GEXP::GPX2:2877:	N:METH:cg11476211:PRKCE:TssU216:Island	N:METH:cg01888411:ABTB2:TssD1263:Island	N:GEXP::CXCL14:9547:	N:METH:cg02982690:BHLHE22:TssU79:Shore	N:GEXP::EPM2AIP1:9852:	N:METH:cg19187185:RRAGD:TssU507:Shore	N:METH:cg16580737:MME:TssU57:Island	N:METH:cg09542745:SFRP5:TssD546:Island	N:GEXP::ATP5A1:498:	N:GEXP::PRR15:222171:	N:METH:cg18416881:AKR1B1:TssD28:Island	N:METH:cg02136132:KCNK13:TssU219:Island	N:METH:cg09979256:RSPO3:TssU80:Island	N:GEXP::DDX27:55661:	N:METH:cg19803671:UBE2E2:TssD600:Shore	N:GEXP::SLC25A3:5250:	N:METH:cg10073723:BMPER:TssU311:Island	N:METH:cg13436799:LRP2:TssD48:Island	B:MUTA:LOF:CUL1::	N:METH:cg25179291:FNBP1:TssU265:Island	N:METH:cg24009736:B4GALNT1:TssD89:Island	N:METH:cg07744166:WASF3:TssU357:Shore	N:METH:cg22188495:PRICKLE1:TssU308:Shore	N:METH:cg09185773:WASF3:TssD885:Shore	N:GEXP::TCF7:6932:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:METH:cg25924032:BMS1:TssD99:Island	N:METH:cg05702737:WNT10A:TssD211:Island	N:METH:cg09470640:PTPRO:TssD316:Shore	N:METH:cg17347389:TRIM9:TssD134:Shore	N:METH:cg06150468:BATF3:TssU757:Shore	N:METH:cg23096644:SGCE:TssD777:Shore	N:GEXP::C10orf99:387695:	N:METH:cg18762485:CH25H:TssU93:Shore	N:METH:cg25917510:HOXC8:TssU3:Island	N:GEXP::LRP4:4038:	N:GEXP::PBK:55872:	I:CNVR::METTL16:79066:	B:MUTA:LOF:KCNQ5::	N:GEXP::TPD52L2:7165:	N:GEXP::LRP1:4035:	N:METH:cg03770147:KLF7:TssD460:Shore	N:METH:cg22967284:SLIT1:TssU214:Island	N:METH:cg18244915:ZNF570:TssU35:Shore	N:GEXP::EN2:2020:	N:GEXP::CACNA2D2:9254:	N:METH:cg08228917:LHFP:TssD247:Island	N:METH:cg08478189:KLF7:TssD4:Shore	N:METH:cg09339301:QKI:TssD18:Island	N:METH:cg01803238:BCL2:TssD20:Island	N:GEXP::QPCT:25797:	N:GEXP::APOL3:80833:	N:MIR::hsa-miR-6715b-3p:Corrected:	N:METH:cg07806164:UBE2E2:TssD34:Island	N:GEXP::KDSR:2531:	N:GEXP::AXIN2:8313:	N:GEXP::NDUFC2:4718:	N:GEXP::FDFT1:2222:	B:MUTA:COMP:WWC1::	B:MUTA:nons:MACF1::	N:METH:cg17885062:NRCAM:TssD349:Island	N:METH:cg03884783:ZNF569:TssD114:Island	I:CNVR::ZNF396:252884:	I:CNVR::CDH19:28513:	N:GEXP::PXMP4:11264:	N:MIR::hsa-miR-34c-5p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	N:MIR::hsa-miR-625-5p:Corrected:	N:MIR::hsa-miR-195-3p:Corrected:	N:METH:cg15628498:ONECUT1:TssD374:Island	N:METH:cg15205507:ZNF331:TssD44:Island	I:CNVR::PIK3C3:5289:	I:CNVR::ZNF397:84307:	I:CNVR::C18orf21:83608:	N:METH:cg02407785:PCDH9:TssD293:Shore	N:GEXP::POFUT1:23509:	N:GEXP::ZMYND8:23613:	I:CNVR::YTHDF2:51441:	N:METH:cg03100040:ZNF345:TssD37:Island	B:MUTA:nons:ACVR2A::	I:CNVR::LOXHD1:125336:	N:METH:cg13843773:C4orf22:TssU64:Shore	I:CNVR::DSC3:1825:	N:GEXP::PLAGL2:5326:	I:CNVR::RNF133:168433:	N:METH:cg22634689:TMEM121:TssU80:Island	I:CNVR::ZNF24:7572:	N:GEXP::MOCS3:27304:	N:GEXP::KCNRG:283518:	N:GEXP::INTS10:55174:	I:CNVR::BCL2:596:	I:CNVR::SLC25A52:147407:	I:CNVR::CELF4:56853:	I:CNVR::PCAT18:728606:	I:CNVR::SMAD7:4092:	I:CNVR::CDH2:1000:	N:METH:cg26829131:HOXC-AS1:TssD30:Island	N:GEXP::PAX9:5083:	N:GEXP::ST6GAL1:6480:	N:GEXP::RPS27A:6233:	I:CNVR::SERPINB7:8710:	N:GEXP::PIGU:128869:	N:GEXP::GNG4:2786:	N:GEXP::LYG1:129530:	N:GEXP::YBX1:4904:	I:CNVR::CSTF2T:23283:	I:CNVR::CDH13:1012:	N:MIR::hsa-miR-3131:Corrected:	N:MIR::hsa-miR-206:Corrected:	N:MIR::hsa-miR-450a-5p:Corrected:	N:GEXP::OCRL:4952:	N:GEXP::DEFA5:1670:	B:MUTA:HOTS:PIK3CA:pE545:	N:GEXP::RNF160:26046:	N:GEXP::RPL37:6167:	N:GEXP::RPL12:6136:	B:MUTA:LOF:SOX9::	N:MIR::hsa-miR-128-1-5p:Corrected:	N:MIR::hsa-miR-92a-1-5p:Corrected:	N:MIR::hsa-miR-339-3p:Corrected:	N:GEXP::R3HDML:140902:	N:MIR::hsa-miR-6718-5p:Corrected:	I:CNVR::SNORA37:677819:	I:CNVR::RAB9BP1:9366:	B:MUTA:COMP:KANSL1::	N:MIR::hsa-miR-491-5p:Corrected:	N:MIR::hsa-miR-33b-5p:Corrected:	I:CNVR::GALNT13:114805:	B:MUTA:HOTS:PCBP1:pL102:	B:MUTA:HOTS:SMAD2:pS464:	B:MUTA:nons:WWC1::	B:MUTA:HOTS:KRAS:pA146:	I:CNVR::OC90:729330:	I:CNVR::RBFOX3:146713:	I:CNVR::CTB-118N6.3:101927233:	I:CNVR::LINC00659:100652730:	I:CNVR::ZNF716:441234:	I:CNVR::RP11-452N4.1:286094:	I:CNVR::SYN3:8224:	I:CNVR::GMDS:2762:	N:GEXP::CYP51A1:1595:	N:GEXP::LCN15:389812:	N:MIR::hsa-miR-323b-3p:Corrected:
TCGA-AD-6899	COADREAD_2	1	0	691.21	0.043822	0.45047	0	0.14623	1	17334.0	1728.2	1700.8	0.38089	0.10959	0.08728	12715.0	0.042274	0.049145	3665.2	0.38121	702.6	0.050725	0.10317	0.50145	7620.8	2908.2	0.5717899999999999	0.30278	0.63312	3308.8	0.13267	7461.1	0.033108	0.27098	0	0.051161	0.43799	0.64385	0.24158000000000002	0.60749	915.69	0.48803	0.22164	0.32781	0.43796	0.056696	0.27806	0.47113999999999995	3463.5	0.034259	0.34102	5658.0	188.9	-1	1	3668.8	16565.0	0.055857000000000004	0.046186000000000005	0.42703	13.163	65.813	0.051833000000000004	0.056802	0.27685	0.042743	389.9	713.98	0.43288999999999994	0.075938	663.47	3528.2	1251.9	3044.1	0	0	0.11996	0.52257	-1	-1	761.29	2.8138	11.039000000000001	0.86577	1.2987	0.21663000000000002	0.15414	-1	-1	-1	0.30716	3808.2	2176.8	-1	0.051245000000000006	0	-1	0.036185	-1	1582.4	0	0.044302	-1	339.74	8.7976	673.07	-1	-1	-1	-1	-1	-1	0.13853	76.84100000000001	1969.0	9825.7	-1	823.55	223.41	6.4034	7626.1	0	0	2.3809	0.0	6.4933	2133.1	233.01	0	787.98	13769.0	13161.0	0	4.7617	3.2466	10.606	11.384	0.0	-1	1	0	2.3809	2.8138	1	0	0	0	0	1	-1	1	1	1	1	-1	-1	1794.7	659.91	1.9480000000000002
TCGA-AD-6901	COADREAD_2	1	0	492.64	0.036026	0.49254	0	0.5865	0	23788.0	2847.8	2148.7	0.50722	0.028110000000000003	0.059705999999999995	9987.8	0.038404	0.038883	851.99	0.030297	556.4	0.049113	0.55547	0.19227	6774.3	1704.0	0.5110600000000001	0.2653	0.55557	3152.4	0.084238	5284.2	0.027635000000000003	0.03336	0	0.024952000000000002	0.47553	0.57076	0.08786000000000001	0.43166000000000004	1316.7	0.48313	0.24875	0.056472	0.030581	0.037537	0.046582	0.16524	227.09	0.024423	0.19150999999999999	6971.1	55.324	-1	1	4176.7	16548.0	0.043825	0.36772	0.041135000000000005	37.409	20.549	0.042631999999999996	0.036522000000000006	0.39482	0.02401	354.6	718.15	0.13695	0.09111799999999999	1263.5	5717.4	1547.0	2341.0	0	0	0.48117	0.044633	-1	-1	465.25	5.0671	2.8759	1.5064	3.8346	0.024891	0.61761	-1	-1	-1	0.38758000000000004	2851.0	2243.5	-1	0.050542000000000004	1	-1	0.026708	-1	1472.1	-1	0.032851	-1	270.82	10.907	634.38	-1	-1	-1	-1	-1	-1	0.06054400000000001	9.4841	5566.1	12959.0	-1	740.81	1313.5	19.495	6767.9	-1	1	0.13695	0.0	12.735999999999999	1335.7	0.0	0	374.09	16414.0	15233.0	0	3.0129	3.1498	6.5736	16.861	0.41085	-1	-1	0	2.4651	0.2739	1	0	0	0	0	-1	-1	-1	1	1	-1	-1	1	1940.0	0.0	3.9715
TCGA-AD-6963	COADREAD_1	1	0	728.68	0.05259400000000001	0.058365999999999994	0	0.023944999999999998	0	20768.0	3016.8	1317.0	0.17463	0.035967	0.091462	20686.0	0.042274	0.072821	3638.5	0.10808	277.99	0.04362	0.09452200000000001	0.034275	6963.5	3614.9	0.39496	0.026808999999999996	0.26122	4786.2	0.10605999999999999	8510.4	0.033748	0.032214	0	0.047286	0.067564	0.054822	0.042911000000000005	0.047701	1118.3	0.045214	0.020137000000000002	0.07082999999999999	0.035358	0.053105999999999993	0.051752	0.056572000000000004	1163.6	0.043373	0.048817	99.666	978.24	-1	0	5622.0	5584.1	0.057986	0.036641	0.031265	3.51	20.007	0.050993000000000004	0.035352999999999996	0.050552	0.049302	347.14	681.64	1.1105	0.069747	894.35	2979.0	2336.3	7275.5	0	0	0.047636000000000005	0.054354	-1	-1	760.97	2.7763	11.937999999999999	4.9974	0.5552699999999999	0.031324	0.12605	-1	-1	-1	0.18968	5503.7	2457.7	0	0.044724	0	-1	0.033773000000000004	-1	3739.6	1	0.048445999999999996	-1	684.1	13.565999999999999	2307.5	-1	-1	-1	-1	-1	-1	0.048329000000000004	1.053	2058.6	11222.0	-1	2272.4	2824.2	4.914	15439.0	0	1	3.8869	0.27763000000000004	10.272	1430.0	5.9670000000000005	0	569.67	13065.0	10842.0	0	12.216	9.4396	14.715	17.901	0.5552699999999999	-1	-1	0	0.8329	7.4961	1	0	0	0	0	1	1	-1	1	1	1	0	0	3138.7	63.882	3.6092
TCGA-AD-6964	COADREAD_5	0	1	199.03	0.42985	0.097651	1	0.030779	0	14022.0	673.73	197.68	0.12249000000000002	0.039932	0.08899299999999999	6547.0	0.44993999999999995	0.25066	411.5	0.12019	102.2	0.07395399999999999	0.10765999999999999	0.08193099999999999	13737.0	385.95	0.092662	0.05851699999999999	0.043438	1496.7	0.10999	8006.7	0.037718	0.037166000000000005	0	0.044582	0.057495000000000004	0.07484299999999999	0.066817	0.16707	973.61	0.31487	0.022052000000000002	0.0865	0.048024000000000004	0.15886	0.066747	0.052405999999999994	717.43	0.036186	0.058177	2811.6	488.15	0	0	2935.6	12825.0	0.5111899999999999	0.038245999999999995	0.032056	1.3448	309.97	0.050578	0.057303999999999994	0.082061	0.34123000000000003	169.44	1560.6	0.65247	0.067423	1484.0	1313.8	1247.3	4274.3	0	0	0.046646	0.049955	0	0	361.07	12.527000000000001	10.831	6.5247	6.1332	0.030532999999999998	0.059448	0	0	0	0.049302	1974.8	762.48	0	0.049819999999999996	0	0	0.033073000000000005	0	950.75	0	0.062838	0	277.02	29.289	1570.0	0	0	0	0	0	0	0.062473	97.49600000000001	1453.0	12001.0	0	742.31	61.187	21.516	5675.6	0	0	2.4794	0.39148	11.614	919.15	3.3619	0	195.66	14635.0	15272.0	0	4.6978	4.0453	5.3502	0.6724	0.5219699999999999	0	0	0	0.5219699999999999	3.9148	0	0	0	0	1	0	0	-1	0	0	0	0	-1	1774.4	7.3962	3.1319
TCGA-AD-6965	COADREAD_2	1	0	1082.1	0.047827	0.095814	0	0.37003	1	34271.0	12328.0	3213.3	0.48362	0.029898	0.18844	7835.2	0.044431	0.050361	1792.4	0.09991900000000001	662.71	0.061933	0.31999	0.72587	7113.6	1996.9	0.47756000000000004	0.34604	0.57634	4914.3	0.078976	6331.1	0.025775	0.78814	0	0.055643	0.06260299999999999	0.18946	0.036655	0.33525	1004.1	0.6975	0.32326	0.076162	0.47371	0.036974	0.049361	0.39799	1231.9	0.036191	0.034998	4367.5	461.78	-1	1	4501.6	5708.2	0.047416	0.16523	0.63203	123.97	235.02	0.050815	0.063198	0.080794	0.036983999999999996	1237.6	134.81	1.9735	0.076402	871.9	6235.1	1917.4	3711.3	0	0	0.47597	0.79501	-1	-1	490.19	2.1708	1.7761	5.9204	1.1841	0.026739	0.58636	-1	-1	-1	0.20798000000000003	4676.1	3202.5	-1	0.51342	0	-1	0.034881	-1	2564.6	1	0.062053	-1	400.83	18.456	922.0	-1	-1	-1	-1	-1	-1	0.13375	52.68600000000001	2032.0	10685.0	-1	830.06	444.21	13.43	9263.4	0	1	4.9336	0.19735	10.262	2295.4	98.65700000000001	0	663.74	9742.8	15497.0	0	8.4859	8.8806	4.7363	5.6818	0.19735	-1	-1	0	1.3814	0.78938	0	0	0	0	0	1	-1	-1	1	0	1	-1	1	1894.6	14209.0	1.1841
TCGA-AD-A5EJ	COADREAD_4	1	1	48.246	0.54052	0.59419	1	0.60332	1	13774.0	453.22	3305.6	0.6594399999999999	0.66287	0.5132899999999999	6439.6	0.70523	0.61219	28.265	0.65583	39.474000000000004	0.63785	0.64435	0.5598	14509.0	689.57	0.6529699999999999	0.52998	0.68577	1616.0	0.73065	12797.0	0.18781	0.73093	1	0.65488	0.69981	0.56984	0.66478	0.57105	520.47	0.63685	0.33855999999999997	0.55679	0.74511	0.62415	0.54718	0.65618	2.4366	0.43883999999999995	0.5857	420.02	895.71	0	1	2845.5	4206.1	0.61375	0.5493600000000001	0.66859	0.0	12.671	0.69352	0.65761	0.67692	0.5898899999999999	261.7	177.88	0.40911	0.30716	1597.5	530.7	1130.6	7772.9	1	0	0.63118	0.7169	0	0	123.78	1.2273	3.4774	9.0004	0.20455	0.53382	0.7477600000000001	0	0	0	0.4843	1537.5	1203.7	0	0.7762399999999999	1	0	0.49778999999999995	0	690.55	0	0.5561	0	125.24	31.223000000000003	1545.3	0	0	0	0	0	0	0.63156	155.46	310.92	13928.0	0	873.29	38.986	21.441999999999997	12407.0	0	0	0.20455	0.0	6.5457	628.65	39.474000000000004	0	260.23	14591.0	17853.0	0	7.3639	8.3867	6.1366	4.386	0.0	0	0	1	0.61366	2.2501	0	0	0	1	0	0	0	0	0	0	0	0	-1	5128.6	0.9747	2.8638
TCGA-AD-A5EK	COADREAD_2	1	0	493.87	0.023062	0.22009	0	0.090932	1	23204.0	3326.1	3711.9	0.74748	0.024613	0.066315	22085.0	0.028523000000000003	0.06915	2344.8	0.24099	723.75	0.037055000000000005	0.10601	0.46443999999999996	4260.5	1186.6	0.73546	0.030924	0.52937	3937.2	0.12155999999999999	6749.8	0.027591	0.031007	0	0.025812	0.52368	0.75403	0.023559	0.34257	2424.5	0.27248	0.25406999999999996	0.06527899999999999	0.8376100000000001	0.57428	0.036853	0.050249	11.110999999999999	0.022798	0.026849	1046.0	656.71	-1	1	2787.7	4140.6	0.036973	0.039902999999999994	0.56382	39.464	21.073	0.047245999999999996	0.031656000000000004	0.4875	0.034766000000000005	378.54	493.1	2.6948	0.069253	1007.7	6710.4	1483.9	4039.5	0	0	0.036068	0.48273999999999995	-1	-1	683.52	0.48996000000000006	3.1848	3.9197	2.6948	0.4032	0.45643999999999996	-1	-1	-1	0.78763	5192.7	2852.1	-1	0.036909	0	-1	0.030287	-1	2079.3	1	0.035127	-1	762.84	15.452	2133.3	-1	-1	-1	-1	-1	-1	0.43085	7.2797	6462.8	20321.0	-1	2019.9	1046.7	13.41	9717.2	-1	-1	0.0	3.9197	11.024000000000001	1905.8	229.12	0	518.77	36371.0	28496.0	0	8.3294	24.743000000000002	12.249	31.418000000000003	0.0	-1	1	0	2.2048	1.9599	1	0	0	0	0	1	1	1	-1	1	1	-1	-1	2537.6	0.0	0.97993
TCGA-AF-2687	COADREAD_1	1	0	828.44	0.03023	0.055764999999999995	0	0.034151	0	29435.0	4249.0	782.03	0.024985	0.024578	0.051313	4776.1	0.23714000000000002	0.043912	1445.3	0.15456	749.68	0.045892	0.37048000000000003	0.18165	7697.7	1013.6	0.050914	0.029966000000000003	0.40399999999999997	2912.3	0.074648	9087.7	0.022933000000000002	0.027594	0	0.038289	0.045566	0.048215	0.053915	0.041535	785.44	0.042235	0.066298	0.06516799999999999	0.30501999999999996	0.039314999999999996	0.053451	0.094234	169.43	0.026019999999999998	0.13201	1016.8	628.78	0	0	5227.8	10898.0	0.034875	0.021003	0.07520800000000001	2.1286	150.28	0.03207	0.03947	0.18971	0.026472000000000002	295.02	756.49	0.0	0.042886	1356.3	3065.7	1791.8	3903.4	0	0	0.055937	0.31788	-1	-1	434.23	2.5474	4.6453	1.3486	2.0979	0.019237999999999998	0.14818	-1	-1	-1	0.052141999999999994	5968.1	1361.9	-1	0.057696000000000004	0	-1	0.025039	-1	3911.9	1	0.041666	-1	523.63	28.671999999999997	1674.3	-1	-1	-1	-1	-1	-1	0.076971	6.8114	1576.0	12046.0	-1	1410.8	482.33	10.642999999999999	9652.2	-1	0	7.9419	0.29969	2.9969	1316.3	17.88	0	585.36	13702.0	10651.0	0	2.3976	1.1988	5.2447	10.217	0.14985	-1	-1	0	0.74924	0.29969	1	0	0	0	0	1	0	-1	1	1	1	0	1	2379.7	468.28	4.3456
TCGA-AF-2690	COADREAD_1	1	0	671.99	0.032606	0.043867	0	0.31733	0	20664.0	2904.1	2922.1	0.094297	0.028519	0.11595	19928.0	0.023059	0.045420999999999996	4208.3	0.019562	490.11	0.047791	0.055809000000000004	0.021755	7026.7	3906.1	0.37423	0.033574	0.4586	2897.1	0.079014	7422.9	0.017205	0.043042000000000004	0	0.027118	0.14816	0.15546	0.069378	0.10701	775.19	0.034914999999999995	0.019531	0.12559	0.067072	0.036483	0.045725999999999996	0.057638	1232.9	0.018119999999999997	0.059272000000000005	656.39	179.1	-1	0	5085.3	11314.0	0.034524	0.024949000000000002	0.023409	0.9256	43.966	0.036377	0.026383999999999998	0.032227	0.037071	352.19	1209.8	0.0	0.054863999999999996	1145.4	6117.3	2021.1	2657.9	0	0	0.046598	0.035473000000000005	-1	-1	522.5	1.614	3.4298	1.4123	3.8334	0.020296	0.050658	-1	-1	-1	0.020265000000000002	5651.3	1338.9	-1	0.053435	0	-1	0.022352	-1	2162.2	0	0.049214999999999995	-1	464.19	10.959000000000001	953.37	-1	-1	-1	-1	-1	-1	0.39076	84.693	5198.2	13524.0	-1	1048.2	1804.0	6.942	8627.1	0	0	1.8158	5.0439	1.4123	1332.9	0.9256	0	482.24	16350.0	15180.0	0	3.8334	4.2369	6.0527	7.8676	2.6228	-1	-1	0	1.2105	1.2105	1	0	0	0	0	1	1	-1	1	1	1	1	-1	1868.8	6.4792	3.6316
TCGA-AF-2693	COADREAD_1	1	0	700.64	0.032693	0.14458	0	0.022722	0	21553.0	4603.3	2186.3	0.63539	0.030019999999999998	0.13899	18521.0	0.019604	0.032859	3852.9	0.020252000000000003	333.23	0.028895	0.059184	0.029939999999999998	7061.8	2313.5	0.45686000000000004	0.32681	0.42873999999999995	2327.8	0.065473	10992.0	0.029310000000000003	0.023778999999999998	0	0.03653	0.089301	0.34156	0.033428	0.21314	1293.1	0.047749	0.013235	0.057617999999999996	0.034286000000000004	0.052474	0.058619000000000004	0.063294	2692.2	0.021493	0.041099000000000004	1025.2	245.38	-1	0	2917.7	4347.9	0.064078	0.032968	0.021599	3.4621	25.533	0.045474	0.059335	0.044248	0.029261000000000002	823.11	444.88	2.4692	0.058361	1152.4	1839.2	1468.3	3864.1	0	0	0.16146	0.032027	-1	-1	699.77	0.70549	4.5857	7.7604	1.0582	0.026059	0.034074	-1	-1	-1	0.43017	3391.5	1455.8	-1	0.04286	0	-1	0.02565	-1	2236.1	0	0.028268	-1	556.53	12.862	766.42	-1	-1	-1	-1	-1	-1	0.26016	1.2983	6085.0	14004.0	-1	982.8	1262.4	3.8948	22528.0	0	0	9.8769	0.70549	7.4077	1179.3	10.819	0	894.95	19954.0	14935.0	0	7.4077	8.4659	30.336	3.0293	0.0	-1	0	0	0.35275	3.8802	0	0	0	0	0	0	0	0	1	0	0	1	-1	2913.3	0.4328	2.822
TCGA-AF-3911	COADREAD_1	1	0	686.33	0.032216	0.069398	0	0.01991	0	23358.0	2716.8	1422.4	0.042104	0.016344	0.046394	9637.8	0.023611	0.032747000000000005	3529.1	0.13215	361.56	0.033309	0.052774	0.030159	4155.8	4266.8	0.072282	0.043488	0.029974	2643.9	0.075384	8493.5	0.033443	0.19560999999999998	0	0.037021	0.061411	0.01983	0.062208000000000006	0.12227	1991.1	0.045462	0.014315000000000001	0.056489	0.3778	0.36416	0.043422	0.084051	1813.4	0.029491000000000003	0.02815	1652.9	178.62	-1	0	4524.6	4174.7	0.038329	0.02145	0.028377	0.6628	48.385	0.041672	0.34544	0.05828200000000001	0.039363999999999996	173.65	172.33	1.4962	0.053555	660.15	6347.0	2415.6	2844.4	0	0	0.34008	0.033411	-1	-1	758.58	0.8549700000000001	4.2748	0.8549700000000001	2.0306	0.018443	0.045432	-1	-1	-1	0.061452	5572.5	1791.9	0	0.049259	0	-1	0.022346	-1	2628.0	0	0.050718	-1	537.53	14.124	599.84	-1	-1	-1	-1	-1	-1	0.21281999999999998	6.2966	1601.7	9136.1	-1	1996.4	3161.2	2.6512	13516.0	0	1	6.8398	0.0	2.7786	1231.5	3.6454	0	652.86	23410.0	12684.0	0	2.7786	8.6566	8.0153	27.506	0.0	-1	-1	0	0.42749	0.64123	0	0	0	0	0	1	0	-1	1	1	1	0	1	1870.1	41.425	2.7786
TCGA-AF-4110	COADREAD_1	1	0	688.52	0.039189999999999996	0.050985	0	0.020793	0	27101.0	3458.4	1462.8	0.24088	0.025291	0.058928999999999995	9388.3	0.029313	0.065117	3726.9	0.020316	567.8	0.033525	0.059396000000000004	0.025225	6752.4	1402.4	0.39164	0.031145	0.024683	2686.2	0.07030299999999999	7849.7	0.024634	0.032647	0	0.044274	0.53125	0.19768	0.0377	0.03795	1291.3	0.044848	0.1117	0.063199	0.035927999999999995	0.042135	0.039369	0.047077	2030.2	0.029027999999999998	0.055571	668.03	380.48	-1	1	4759.7	5241.8	0.046975	0.033201	0.023719999999999998	1.6651	99.49	0.032166	0.03678	0.066242	0.032424	1305.9	486.21	1.618	0.063753	966.18	8523.5	2220.8	5475.3	0	0	0.034837	0.037137	-1	-1	684.36	1.4935	3.6093	2.7381	2.3647	0.021606999999999998	0.064975	-1	-1	-1	0.30364	5506.1	1325.8	-1	0.043687000000000004	0	-1	0.025947	-1	1846.2	1	0.038205	-1	641.07	9.7159	1588.1	-1	-1	-1	-1	-1	-1	0.10186	1.2488	1698.4	14634.0	-1	1427.4	1243.4	1.6651	12695.0	0	1	1.4935	1.4935	1.9913	899.57	72.016	0	412.53	26554.0	25062.0	0	1.2446	7.0941	7.2186	20.398	0.49783	-1	0	0	0.37337	0.87121	0	0	0	0	0	0	-1	0	1	1	0	-1	-1	2356.5	0.4163	4.356
TCGA-AF-6136	COADREAD_2	1	0	719.85	0.039611	0.3427	0	0.027476	1	17423.0	1647.6	1554.7	0.47195	0.044481	0.13367	18941.0	0.030547	0.055089	3821.0	0.030014	671.48	0.035674000000000004	0.18107	0.44403000000000004	5679.6	1198.5	0.71081	0.063685	0.043463999999999996	2859.3	0.094445	7913.9	0.028145	0.42718999999999996	0	0.04143	0.049532	0.24197	0.051354	0.042937	611.81	0.037956000000000004	0.069241	0.10201	0.060369000000000006	0.12022000000000001	0.053795	0.18342	606.78	0.035338999999999995	0.047635000000000004	639.98	386.94	-1	1	2623.7	5716.7	0.066215	0.029432999999999997	0.47086999999999996	3.1407	62.18600000000001	0.044164999999999996	0.068362	0.6948	0.051878	136.31	146.99	1.0486	0.10096000000000001	586.05	762.56	2994.3	4374.4	0	0	0.08054700000000001	0.60159	-1	-1	554.65	0.52432	6.553999999999999	7.8648	4.7189	0.1684	0.49499	-1	-1	-1	0.13308	3138.2	1504.4	-1	0.055363	0	-1	0.029724	-1	1708.5	1	0.049167	-1	391.33	26.464000000000002	1402.0	-1	-1	-1	1	-1	1	0.063468	15.704	2868.7	6509.4	-1	902.64	74.12100000000001	7.5377	7502.5	0	1	5.5053	0.26216	2.8837	1047.1	6.9095	0	395.73	18390.0	12342.0	0	4.1945	23.07	14.419	16.96	0.52432	-1	-1	0	1.8351	1.3108	1	0	0	0	0	0	-1	-1	1	1	0	-1	1	3469.8	0.0	4.981
TCGA-AF-6655	COADREAD_1	1	0	749.86	0.05182899999999999	0.27113000000000004	0	0.039697	0	11996.0	2599.3	2697.2	0.22116	0.035186	0.067736	19250.0	0.029675999999999998	0.032697000000000004	1518.4	0.044139	702.89	0.032576	0.30762	0.025894999999999998	5516.7	896.43	0.1123	0.031269	0.043302999999999994	3013.6	0.098378	8225.2	0.029989	0.029776	0	0.04452	0.039865	0.027587	0.038915	0.042578	1841.0	0.040156	0.020546000000000002	0.066689	0.040632999999999996	0.040954000000000004	0.050655	0.057441	860.21	0.030318	0.042332	960.28	316.92	-1	1	4236.6	10355.0	0.06487899999999999	0.026054	0.058634000000000006	2.2637	39.049	0.041161	0.036680000000000004	0.050899	0.032244	116.02	172.04	1.2536	0.067493	789.47	4502.1	1680.2	2860.8	0	0	0.07583	0.048003	-1	-1	628.18	2.2287	11.561	4.8752	1.5322	0.027989999999999998	0.038961	-1	-1	-1	0.025144	4377.5	2097.9	0	0.05349400000000001	0	-1	0.036004	-1	1860.2	1	0.050649	-1	522.35	7.6627	692.13	-1	-1	-1	-1	-1	-1	0.35625999999999997	2.2637	4065.7	7306.2	-1	1396.7	597.62	4.5274	10830.0	0	1	4.8752	1.3929	13.79	1582.9	33.39	0	366.72	14712.0	12755.0	0	3.6216	19.64	11.142999999999999	30.56	1.3929	-1	1	0	3.0644	2.2287	0	0	0	0	0	1	0	1	1	1	1	0	0	3352.0	0.0	2.0894
